farmer_id,aadhar_no,phone_no,village,land_size_acres,kharif_crop,rabi_crop,irrigation_type,soil_type,last_subsidy_date,farm_category
FAR004245,3364742136602,9666213993,Anjaneya Layout,61.66,Paddy,Wheat,Borewell,Loamy,2024-10-11,Large (>12.35 acres)
FAR004246,8598106150483,9665833031,Pushpagiri,2.12,Jowar,Wheat,Rainfed,Loamy,2024-10-11,Marginal (<2.47 acres)
FAR004247,8821996274950,9249078924,Lakshmi Puram,2.71,Paddy,Oats,Rainfed,Sandy Loam,2024-10-11,Small (2.47-4.94 acres)
FAR004248,7030766875309,9114551245,Ganesha Nagar,4.62,Paddy,Wheat,Rainfed,Clay,2024-10-11,Small (2.47-4.94 acres)
FAR004249,1923598247082,9919251177,Gokul Vihar,0.3,Paddy,Wheat,Drip,Alluvial,2024-10-11,SC/ST (Marginal (<2.47 ac
FAR004250,5786227499778,9136648128,Dakshina Mukhi,0.78,Paddy,Wheat,Sprinkler,Sandy Loam,2024-10-11,Marginal (<2.47 acres)
FAR004251,7758136855083,9227226079,RedSoil Hamlet,6.15,Paddy,Wheat,Rainfed,Alluvial,2024-10-11,Medium (4.94-12.35 acres)
FAR004252,8221529063329,9822573349,Lakshmi Puram,0.66,Paddy,Oats,Rainfed,Red,2024-10-11,Marginal (<2.47 acres)
FAR004253,3258673140760,9196776639,Skanda Giri,8.53,Jowar,Oats,Borewell,Alluvial,2024-10-11,Medium (4.94-12.35 acres)
FAR004254,5542958488901,9587752499,Yelachaguppe,0.54,Paddy,Wheat,Rainfed,Black (Regur),2024-10-11,Marginal (<2.47 acres)
FAR004255,6913427018777,9371578094,RedSoil Hamlet,2.16,Paddy,Wheat,Borewell,Sandy Loam,2024-10-12,Marginal (<2.47 acres)
FAR004256,9125860978655,9163720940,Uttara Phalguni,25.81,Paddy,Oats,Canal,Alluvial,2024-10-12,SC/ST (Large (>12.35 acre
FAR004257,1367915646555,9148554094,Nandi Hills,18.85,Paddy,Wheat,Drip,Alluvial,2024-10-12,Large (>12.35 acres)
FAR004258,6308632568449,9837540088,Yelachaguppe,1.79,Jowar,Wheat,Rainfed,Sandy Loam,2024-10-12,SC/ST (Marginal (<2.47 ac
FAR004259,9876558396628,9851286523,RedSoil Hamlet,59.5,Paddy,Wheat,Rainfed,Red,2024-10-12,Large (>12.35 acres)
FAR004260,7925853782401,9728604751,Lakshmi Puram,54.22,Paddy,Wheat,Borewell,Alluvial,2024-10-12,SC/ST (Large (>12.35 acre
FAR004261,4201693840000,9184253163,Bhoga Nandeeshwara,0.69,Paddy,Wheat,Canal,Alluvial,2024-10-12,SC/ST (Marginal (<2.47 ac
FAR004262,9879160368936,9575737578,GreenVillage,17.29,Paddy,Wheat,Sprinkler,Clay,2024-10-12,Large (>12.35 acres)
FAR004263,1152279753517,9656624383,Subramanya Swamy,1.92,Paddy,Wheat,Rainfed,Black (Regur),2024-10-12,Marginal (<2.47 acres)
FAR004264,8517793459976,9835511194,Raja Rajeshwari,0.96,Paddy,Oats,Rainfed,Alluvial,2024-10-12,Marginal (<2.47 acres)
FAR004265,7473273870798,9548170081,Uttara Phalguni,1.63,Paddy,Wheat,Borewell,Red,2024-10-12,SC/ST (Marginal (<2.47 ac
FAR004266,7896702181634,9468907964,Raja Rajeshwari,2.16,Paddy,Wheat,Rainfed,Alluvial,2024-10-12,Marginal (<2.47 acres)
FAR004267,8576531916067,9340833532,Uttara Phalguni,2.29,Jowar,Wheat,Rainfed,Loamy,2024-10-12,Marginal (<2.47 acres)
FAR004268,3858328372475,9903360317,Skanda Giri,0.86,Paddy,Wheat,Rainfed,Red,2024-10-12,Marginal (<2.47 acres)
FAR004269,8601777371860,9504750594,Raja Rajeshwari,0.26,Paddy,Wheat,Drip,Alluvial,2024-10-12,SC/ST (Marginal (<2.47 ac
FAR004270,3266331622856,9115870032,Neelkamal,3.44,Paddy,Wheat,Rainfed,Alluvial,2024-10-13,SC/ST (Small (2.47-4.94 a
FAR004271,5489541097754,9518689882,Shivaji Colony,2.9,Paddy,Wheat,Borewell,Red,2024-10-13,Small (2.47-4.94 acres)
FAR004272,9792829544972,9315325030,Keshavpur,20.04,Paddy,Wheat,Drip,Alluvial,2024-10-13,Large (>12.35 acres)
FAR004273,8986655025219,9319896275,Uttara Phalguni,4.88,Paddy,Wheat,Rainfed,Red,2024-10-13,Small (2.47-4.94 acres)
FAR004274,9591462281867,9158288493,GreenVillage,2.19,Paddy,Wheat,Flood,Loamy,2024-10-13,Marginal (<2.47 acres)
FAR004275,2007274990078,9510268766,Venkatesh Pura,2.33,Paddy,Oats,Rainfed,Loamy,2024-10-13,Marginal (<2.47 acres)
FAR004276,1432987906703,9789399272,Dakshina Mukhi,1.7,Paddy,Wheat,Drip,Alluvial,2024-10-13,Marginal (<2.47 acres)
FAR004277,6121751514490,9385261086,Maruthi Extension,0.79,Jowar,Wheat,Rainfed,Clay,2024-10-13,Marginal (<2.47 acres)
FAR004278,2612348344653,9488034217,Neelkamal,33.54,Paddy,Oats,Sprinkler,Loamy,2024-10-13,Large (>12.35 acres)
FAR004279,5245107866324,9427161401,Venkatesh Pura,59.79,Paddy,Wheat,Borewell,Black (Regur),2024-10-13,SC/ST (Large (>12.35 acre
FAR004280,7703613907313,9958257450,Lakshmi Puram,2.22,Paddy,Wheat,Borewell,Red,2024-10-13,SC/ST (Marginal (<2.47 ac
FAR004281,6624918614421,9574545823,Nandi Hills,4.01,Paddy,Wheat,Rainfed,Loamy,2024-10-13,Small (2.47-4.94 acres)
FAR004282,4118227581991,9391349661,GreenVillage,2.11,Jowar,Wheat,Rainfed,Alluvial,2024-10-13,Marginal (<2.47 acres)
FAR004283,1361598058932,9516532714,Gokul Vihar,0.41,Paddy,Oats,Borewell,Alluvial,2024-10-13,Marginal (<2.47 acres)
FAR004284,3421431922178,9208693330,Bhoga Nandeeshwara,1.53,Paddy,Wheat,Drip,Black (Regur),2024-10-13,SC/ST (Marginal (<2.47 ac
FAR004285,5190302284132,9900678782,Neelkamal,15.34,Paddy,Wheat,Rainfed,Red,2024-10-14,SC/ST (Large (>12.35 acre
FAR004286,4461477704333,9452949659,Shivaji Colony,27.63,Jowar,Wheat,Sprinkler,Clay,2024-10-14,Large (>12.35 acres)
FAR004287,5728972889315,9153428012,Dakshina Mukhi,4.34,Paddy,Oats,Borewell,Sandy Loam,2024-10-14,Small (2.47-4.94 acres)
FAR004288,3050188862732,9800748169,Balaji Nagar,24.12,Jowar,Wheat,Borewell,Black (Regur),2024-10-14,Large (>12.35 acres)
FAR004289,5259404353896,9785036687,Nandi Hills,43.16,Jowar,Wheat,Rainfed,Red,2024-10-14,Large (>12.35 acres)
FAR004290,9027169545034,9386839710,Shivaji Colony,2.12,Jowar,Wheat,Rainfed,Clay,2024-10-14,Marginal (<2.47 acres)
FAR004291,7203299284456,9231336201,Maruthi Extension,1.86,Paddy,Wheat,Borewell,Clay,2024-10-14,Marginal (<2.47 acres)
FAR004292,7525386555208,9799743742,Uttara Phalguni,1.13,Paddy,Oats,Canal,Sandy Loam,2024-10-14,SC/ST (Marginal (<2.47 ac
FAR004293,9852584856954,9123179099,Pushpagiri,26.08,Paddy,Wheat,Rainfed,Clay,2024-10-14,Large (>12.35 acres)
FAR004294,5562137625120,9679808523,Shivaji Colony,1.69,Paddy,Wheat,Rainfed,Black (Regur),2024-10-14,SC/ST (Marginal (<2.47 ac
FAR004295,9707612555488,9248765152,Venkatesh Pura,52.42,Jowar,Wheat,Borewell,Sandy Loam,2024-10-14,SC/ST (Large (>12.35 acre
FAR004296,7380604832719,9750339483,Uttara Phalguni,0.53,Paddy,Wheat,Rainfed,Loamy,2024-10-14,Marginal (<2.47 acres)
FAR004297,9363890148480,9180822801,Anjaneya Layout,40.95,Paddy,Wheat,Rainfed,Red,2024-10-14,Large (>12.35 acres)
FAR004298,2469180738510,9451857587,Subramanya Swamy,28.73,Paddy,Wheat,Rainfed,Alluvial,2024-10-14,Large (>12.35 acres)
FAR004299,2173903878623,9185048219,Shivaji Colony,35.27,Paddy,Wheat,Rainfed,Red,2024-10-14,Large (>12.35 acres)
FAR004300,5666829387812,9495169258,GreenVillage,0.58,Jowar,Oats,Sprinkler,Alluvial,2024-10-15,SC/ST (Marginal (<2.47 ac
FAR004301,2174259600288,9500876479,Hanumantha Nagar,21.71,Paddy,Wheat,Flood,Red,2024-10-15,SC/ST (Large (>12.35 acre
FAR004302,5208644519399,9688511501,Sundarapuram,4.36,Jowar,Oats,Canal,Alluvial,2024-10-15,Small (2.47-4.94 acres)
FAR004303,5031305887975,9104735239,Shivaji Colony,6.5,Jowar,Wheat,Borewell,Loamy,2024-10-15,Medium (4.94-12.35 acres)
FAR004304,8101837502581,9566289117,GreenVillage,0.89,Jowar,Wheat,Rainfed,Loamy,2024-10-15,Marginal (<2.47 acres)
FAR004305,5021468452281,9930906723,Bhoga Nandeeshwara,39.49,Paddy,Wheat,Drip,Loamy,2024-10-15,Large (>12.35 acres)
FAR004306,2774985544182,9407178754,Shivaji Colony,0.79,Jowar,Wheat,Drip,Red,2024-10-15,Marginal (<2.47 acres)
FAR004307,4473598503647,9268421512,GreenVillage,2.13,Paddy,Wheat,Rainfed,Red,2024-10-15,Marginal (<2.47 acres)
FAR004308,9123886372732,9186406190,Dakshina Mukhi,2.91,Paddy,Wheat,Borewell,Red,2024-10-15,SC/ST (Small (2.47-4.94 a
FAR004309,5608912321400,9882000190,RedSoil Hamlet,32.46,Paddy,Wheat,Sprinkler,Loamy,2024-10-15,Large (>12.35 acres)
FAR004310,7744137745663,9702960807,Devi Krupa,2.42,Paddy,Oats,Rainfed,Sandy Loam,2024-10-15,Marginal (<2.47 acres)
FAR004311,4603824716816,9425095500,Ganesha Nagar,4.56,Paddy,Wheat,Rainfed,Loamy,2024-10-15,Small (2.47-4.94 acres)
FAR004312,6913883589402,9256087125,Keshavpur,3.52,Paddy,Oats,Borewell,Clay,2024-10-15,Small (2.47-4.94 acres)
FAR004313,4771923256481,9269144952,Maruthi Extension,0.5,Jowar,Oats,Drip,Alluvial,2024-10-15,Marginal (<2.47 acres)
FAR004314,7742439523021,9570501271,Rampur Village,4.5,Jowar,Wheat,Borewell,Loamy,2024-10-15,SC/ST (Small (2.47-4.94 a
FAR004315,9758323322358,9952772876,GreenVillage,3.64,Jowar,Oats,Borewell,Alluvial,2024-10-16,Small (2.47-4.94 acres)
FAR004316,2523602925628,9426269317,Maruthi Extension,29.6,Paddy,Wheat,Rainfed,Clay,2024-10-16,SC/ST (Large (>12.35 acre
FAR004317,8601306935272,9965074633,Sundarapuram,1.57,Paddy,Oats,Drip,Alluvial,2024-10-16,Marginal (<2.47 acres)
FAR004318,6054813916351,9146286514,Gokul Vihar,4.75,Paddy,Wheat,Rainfed,Loamy,2024-10-16,Small (2.47-4.94 acres)
FAR004319,7925177270636,9639244347,Balaji Nagar,2.45,Jowar,Wheat,Rainfed,Black (Regur),2024-10-16,Marginal (<2.47 acres)
FAR004320,6081972417005,9825471050,Gokul Vihar,25.82,Jowar,Wheat,Borewell,Clay,2024-10-16,Large (>12.35 acres)
FAR004321,3937365932594,9699630492,Nandi Hills,0.5,Jowar,Wheat,Flood,Black (Regur),2024-10-16,SC/ST (Marginal (<2.47 ac
FAR004322,8536755163034,9723988239,Rampur Village,1.02,Jowar,Wheat,Borewell,Alluvial,2024-10-16,Marginal (<2.47 acres)
FAR004323,8335202466627,9488626165,Dakshina Mukhi,54.47,Paddy,Wheat,Rainfed,Red,2024-10-16,Large (>12.35 acres)
FAR004324,9119668989658,9578863827,Keshavpur,21.01,Paddy,Oats,Borewell,Alluvial,2024-10-16,Large (>12.35 acres)
FAR004325,9938843581222,9988728255,Sundarapuram,1.69,Paddy,Wheat,Sprinkler,Clay,2024-10-16,SC/ST (Marginal (<2.47 ac
FAR004326,5440286699281,9549401172,Bhoga Nandeeshwara,0.28,Paddy,Wheat,Borewell,Clay,2024-10-16,SC/ST (Marginal (<2.47 ac
FAR004327,4516207793188,9843132214,Sundarapuram,0.81,Jowar,Wheat,Rainfed,Alluvial,2024-10-16,Marginal (<2.47 acres)
FAR004328,1591782017931,9306073244,Uttara Phalguni,1.33,Jowar,Wheat,Borewell,Alluvial,2024-10-16,Marginal (<2.47 acres)
FAR004329,9600707062350,9969965133,Uttara Phalguni,1.74,Paddy,Oats,Rainfed,Red,2024-10-17,SC/ST (Marginal (<2.47 ac
FAR004330,6400350945940,9733878715,Shivaji Colony,2.5,Jowar,Wheat,Flood,Alluvial,2024-10-17,Small (2.47-4.94 acres)
FAR004331,6842730806359,9747300815,Rampur Village,1.12,Paddy,Wheat,Rainfed,Sandy Loam,2024-10-17,Marginal (<2.47 acres)
FAR004332,5742516662987,9955733768,Keshavpur,1.09,Paddy,Oats,Rainfed,Red,2024-10-17,Marginal (<2.47 acres)
FAR004333,6158389286218,9256396549,Uttara Phalguni,29.34,Paddy,Oats,Rainfed,Clay,2024-10-17,Large (>12.35 acres)
FAR004334,2584916292056,9847559525,Dakshina Mukhi,39.7,Paddy,Wheat,Rainfed,Loamy,2024-10-17,Large (>12.35 acres)
FAR004335,8413533341158,9142112412,Maruthi Extension,1.06,Jowar,Wheat,Sprinkler,Red,2024-10-17,SC/ST (Marginal (<2.47 ac
FAR004336,5513147591166,9317296529,Shivaji Colony,4.91,Paddy,Wheat,Borewell,Loamy,2024-10-17,Small (2.47-4.94 acres)
FAR004337,4982443378727,9238035479,Balaji Nagar,9.43,Paddy,Wheat,Borewell,Loamy,2024-10-17,SC/ST (Medium (4.94-12.35
FAR004338,5046939415302,9111884594,Bhoga Nandeeshwara,0.48,Jowar,Wheat,Rainfed,Sandy Loam,2024-10-17,Marginal (<2.47 acres)
FAR004339,4684623546919,9700683280,Uttara Phalguni,2.23,Paddy,Wheat,Borewell,Black (Regur),2024-10-17,Marginal (<2.47 acres)
FAR004340,9641275243077,9173004259,Hanumantha Nagar,10.23,Jowar,Wheat,Sprinkler,Sandy Loam,2024-10-17,SC/ST (Medium (4.94-12.35
FAR004341,2115485420053,9754859540,Uttara Phalguni,33.79,Jowar,Wheat,Rainfed,Black (Regur),2024-10-17,Large (>12.35 acres)
FAR004342,4428685103034,9302893906,Raja Rajeshwari,4.79,Paddy,Wheat,Rainfed,Red,2024-10-17,Small (2.47-4.94 acres)
FAR004343,8044900083210,9179907798,Devi Krupa,3.58,Paddy,Wheat,Borewell,Loamy,2024-10-17,SC/ST (Small (2.47-4.94 a
FAR004344,3166376874742,9771637850,GreenVillage,3.19,Paddy,Wheat,Sprinkler,Loamy,2024-10-18,Small (2.47-4.94 acres)
FAR004345,9455989627923,9911937908,Yelachaguppe,4.43,Paddy,Wheat,Borewell,Red,2024-10-18,Small (2.47-4.94 acres)
FAR004346,4418993447132,9822991178,Keshavpur,1.94,Paddy,Wheat,Sprinkler,Sandy Loam,2024-10-18,Marginal (<2.47 acres)
FAR004347,3712546953657,9842123993,Maruthi Extension,0.28,Paddy,Wheat,Flood,Alluvial,2024-10-18,Marginal (<2.47 acres)
FAR004348,1786236680316,9432410165,Hanumantha Nagar,23.84,Jowar,Wheat,Rainfed,Black (Regur),2024-10-18,Large (>12.35 acres)
FAR004349,1235887199417,9138023338,GreenVillage,60.94,Paddy,Wheat,Borewell,Black (Regur),2024-10-18,SC/ST (Large (>12.35 acre
FAR004350,4334929047858,9876407765,Anjaneya Layout,46.08,Paddy,Wheat,Sprinkler,Alluvial,2024-10-18,SC/ST (Large (>12.35 acre
FAR004351,1743745099367,9865712248,GreenVillage,0.98,Paddy,Wheat,Borewell,Red,2024-10-18,Marginal (<2.47 acres)
FAR004352,2005186441353,9646278098,Dakshina Mukhi,0.41,Paddy,Wheat,Borewell,Sandy Loam,2024-10-18,Marginal (<2.47 acres)
FAR004353,8024923609146,9947271815,RedSoil Hamlet,1.33,Jowar,Wheat,Sprinkler,Black (Regur),2024-10-18,SC/ST (Marginal (<2.47 ac
FAR004354,5901574648083,9961234170,Pushpagiri,16.42,Jowar,Wheat,Drip,Alluvial,2024-10-18,Large (>12.35 acres)
FAR004355,3260140690647,9269873046,Nandi Hills,3.99,Paddy,Wheat,Borewell,Sandy Loam,2024-10-18,Small (2.47-4.94 acres)
FAR004356,8814236082181,9719194607,Balaji Nagar,2.99,Jowar,Wheat,Rainfed,Alluvial,2024-10-18,Small (2.47-4.94 acres)
FAR004357,2288592652649,9155717496,Shivaji Colony,2.4,Paddy,Wheat,Borewell,Alluvial,2024-10-18,Marginal (<2.47 acres)
FAR004358,5582122729107,9903815126,Neelkamal,61.38,Jowar,Wheat,Rainfed,Alluvial,2024-10-18,Large (>12.35 acres)
FAR004359,5485843735903,9723395623,Skanda Giri,0.37,Paddy,Oats,Rainfed,Loamy,2024-10-19,Marginal (<2.47 acres)
FAR004360,5044597123110,9809838600,Skanda Giri,5.78,Paddy,Wheat,Drip,Black (Regur),2024-10-19,Medium (4.94-12.35 acres)
FAR004361,8143987098132,9842106263,Devi Krupa,0.48,Jowar,Wheat,Borewell,Clay,2024-10-19,Marginal (<2.47 acres)
FAR004362,9901323249150,9524591179,Skanda Giri,2.4,Paddy,Wheat,Drip,Clay,2024-10-19,Marginal (<2.47 acres)
FAR004363,4598585714836,9836403531,Subramanya Swamy,38.79,Paddy,Wheat,Rainfed,Alluvial,2024-10-19,SC/ST (Large (>12.35 acre
FAR004364,1091871686499,9987931615,Bhoga Nandeeshwara,40.08,Jowar,Oats,Flood,Clay,2024-10-19,Large (>12.35 acres)
FAR004365,9877392724166,9227502977,Anjaneya Layout,32.66,Paddy,Wheat,Borewell,Sandy Loam,2024-10-19,Large (>12.35 acres)
FAR004366,2750773771372,9794768890,Venkatesh Pura,4.39,Paddy,Wheat,Borewell,Red,2024-10-19,Small (2.47-4.94 acres)
FAR004367,4669529949321,9752127045,Lakshmi Puram,0.34,Paddy,Wheat,Rainfed,Red,2024-10-19,Marginal (<2.47 acres)
FAR004368,9785760958017,9340355587,Ganesha Nagar,1.61,Jowar,Wheat,Borewell,Alluvial,2024-10-19,Marginal (<2.47 acres)
FAR004369,9139101575916,9247872060,Sundarapuram,2.3,Paddy,Oats,Rainfed,Alluvial,2024-10-19,Marginal (<2.47 acres)
FAR004370,9696870921588,9355802060,Hanumantha Nagar,2.31,Paddy,Wheat,Drip,Black (Regur),2024-10-19,Marginal (<2.47 acres)
FAR004371,4750327280625,9382575997,GreenVillage,3.44,Paddy,Wheat,Drip,Sandy Loam,2024-10-19,SC/ST (Small (2.47-4.94 a
FAR004372,7933498391786,9808235967,Sundarapuram,31.58,Paddy,Wheat,Rainfed,Alluvial,2024-10-19,Large (>12.35 acres)
FAR004373,9325466414701,9587572003,Nandi Hills,2.45,Paddy,Wheat,Borewell,Loamy,2024-10-19,Marginal (<2.47 acres)
FAR004374,8347795081636,9751636264,Bhoga Nandeeshwara,1.18,Paddy,Wheat,Rainfed,Clay,2024-10-20,Marginal (<2.47 acres)
FAR004375,1584198297244,9890193510,Uttara Phalguni,1.95,Paddy,Wheat,Borewell,Red,2024-10-20,SC/ST (Marginal (<2.47 ac
FAR004376,9548394294604,9544387493,Venkatesh Pura,2.67,Paddy,Oats,Flood,Clay,2024-10-20,Small (2.47-4.94 acres)
FAR004377,2700996536161,9725522318,GreenVillage,1.2,Paddy,Wheat,Sprinkler,Loamy,2024-10-20,Marginal (<2.47 acres)
FAR004378,9728194030244,9175490095,Keshavpur,2.44,Jowar,Wheat,Rainfed,Alluvial,2024-10-20,SC/ST (Marginal (<2.47 ac
FAR004379,9342931268571,9295947872,Nandi Hills,0.82,Jowar,Oats,Rainfed,Black (Regur),2024-10-20,Marginal (<2.47 acres)
FAR004380,3550822468505,9860385257,GreenVillage,17.08,Paddy,Wheat,Sprinkler,Alluvial,2024-10-20,Large (>12.35 acres)
FAR004381,1887982420659,9646128285,Devi Krupa,2.35,Paddy,Wheat,Borewell,Clay,2024-10-20,Marginal (<2.47 acres)
FAR004382,5838984034050,9103903203,Uttara Phalguni,4.02,Paddy,Wheat,Borewell,Clay,2024-10-20,Small (2.47-4.94 acres)
FAR004383,8790424581710,9910386110,Shivaji Colony,3.72,Jowar,Wheat,Sprinkler,Alluvial,2024-10-20,SC/ST (Small (2.47-4.94 a
FAR004384,7727227047067,9226243864,Skanda Giri,4.25,Paddy,Oats,Rainfed,Black (Regur),2024-10-20,Small (2.47-4.94 acres)
FAR004385,1207217493496,9235832323,Ganesha Nagar,27.86,Paddy,Wheat,Rainfed,Alluvial,2024-10-20,SC/ST (Large (>12.35 acre
FAR004386,4361321514579,9200171281,Raja Rajeshwari,3.51,Jowar,Wheat,Borewell,Sandy Loam,2024-10-20,Small (2.47-4.94 acres)
FAR004387,9151227661340,9184377516,Uttara Phalguni,0.27,Paddy,Wheat,Rainfed,Sandy Loam,2024-10-20,Marginal (<2.47 acres)
FAR004388,6750308890533,9564286327,Gokul Vihar,19.28,Paddy,Wheat,Borewell,Black (Regur),2024-10-20,Large (>12.35 acres)
FAR004389,5034625453543,9242165493,RedSoil Hamlet,4.42,Paddy,Oats,Borewell,Sandy Loam,2024-10-21,SC/ST (Small (2.47-4.94 a
FAR004390,6761820020444,9326839904,Rampur Village,4.72,Jowar,Wheat,Rainfed,Red,2024-10-21,Small (2.47-4.94 acres)
FAR004391,7747108003196,9535449427,Lakshmi Puram,1.61,Paddy,Wheat,Rainfed,Loamy,2024-10-21,Marginal (<2.47 acres)
FAR004392,2649116157032,9244931305,Devi Krupa,29.28,Paddy,Wheat,Drip,Red,2024-10-21,Large (>12.35 acres)
FAR004393,9720538392284,9464149460,Keshavpur,0.67,Paddy,Oats,Sprinkler,Alluvial,2024-10-21,Marginal (<2.47 acres)
FAR004394,8542595617419,9829539008,Balaji Nagar,44.95,Paddy,Wheat,Borewell,Red,2024-10-21,Large (>12.35 acres)
FAR004395,6695484458686,9235033160,Sundarapuram,1.01,Paddy,Wheat,Rainfed,Alluvial,2024-10-21,SC/ST (Marginal (<2.47 ac
FAR004396,5173843635201,9712551232,Rampur Village,20.06,Paddy,Wheat,Borewell,Black (Regur),2024-10-21,SC/ST (Large (>12.35 acre
FAR004397,5385399107452,9700795502,Balaji Nagar,2.95,Paddy,Wheat,Rainfed,Black (Regur),2024-10-21,SC/ST (Small (2.47-4.94 a
FAR004398,9023356932463,9997287706,Bhoga Nandeeshwara,28.52,Paddy,Wheat,Flood,Alluvial,2024-10-21,Large (>12.35 acres)
FAR004399,6587504305130,9884490190,Anjaneya Layout,4.47,Paddy,Wheat,Drip,Red,2024-10-21,Small (2.47-4.94 acres)
FAR004400,7695962397126,9128759127,Gokul Vihar,3.62,Jowar,Wheat,Rainfed,Red,2024-10-21,Small (2.47-4.94 acres)
FAR004401,8858271512631,9236661947,Subramanya Swamy,4.03,Jowar,Wheat,Rainfed,Loamy,2024-10-21,Small (2.47-4.94 acres)
FAR004402,9309647965671,9585174202,Yelachaguppe,1.6,Paddy,Wheat,Canal,Alluvial,2024-10-21,Marginal (<2.47 acres)
FAR004403,7892921752474,9351652504,Subramanya Swamy,2.09,Jowar,Wheat,Rainfed,Alluvial,2024-10-21,Marginal (<2.47 acres)
FAR004404,6829457039722,9519106027,RedSoil Hamlet,0.88,Paddy,Wheat,Sprinkler,Red,2024-10-22,Marginal (<2.47 acres)
FAR004405,7824400570019,9933003702,Uttara Phalguni,3.45,Paddy,Wheat,Canal,Loamy,2024-10-22,Small (2.47-4.94 acres)
FAR004406,6181947115255,9494410973,Uttara Phalguni,0.88,Paddy,Wheat,Rainfed,Alluvial,2024-10-22,SC/ST (Marginal (<2.47 ac
FAR004407,8253855920146,9511667308,Neelkamal,10.24,Paddy,Wheat,Borewell,Loamy,2024-10-22,Medium (4.94-12.35 acres)
FAR004408,5512627418491,9133179368,Gokul Vihar,40.73,Jowar,Oats,Borewell,Black (Regur),2024-10-22,SC/ST (Large (>12.35 acre
FAR004409,4066188040039,9914649529,Bhoga Nandeeshwara,22.51,Paddy,Wheat,Borewell,Black (Regur),2024-10-22,Large (>12.35 acres)
FAR004410,4120840115458,9844005720,Uttara Phalguni,25.24,Paddy,Wheat,Rainfed,Red,2024-10-22,Large (>12.35 acres)
FAR004411,4070406143993,9764764290,Devi Krupa,55.41,Paddy,Wheat,Borewell,Red,2024-10-22,SC/ST (Large (>12.35 acre
FAR004412,6842645942086,9200854774,RedSoil Hamlet,20.07,Paddy,Oats,Rainfed,Red,2024-10-22,Large (>12.35 acres)
FAR004413,6669123583896,9271970151,Nandi Hills,4.31,Paddy,Wheat,Rainfed,Alluvial,2024-10-22,SC/ST (Small (2.47-4.94 a
FAR004414,8484680069333,9850813303,Yelachaguppe,61.71,Paddy,Wheat,Borewell,Alluvial,2024-10-22,Large (>12.35 acres)
FAR004415,5822169034417,9473366871,Pushpagiri,0.35,Paddy,Wheat,Rainfed,Loamy,2024-10-22,Marginal (<2.47 acres)
FAR004416,2222474384856,9211602743,Subramanya Swamy,2.41,Paddy,Wheat,Rainfed,Loamy,2024-10-22,Marginal (<2.47 acres)
FAR004417,7183512930745,9604472730,Devi Krupa,22.92,Paddy,Oats,Flood,Alluvial,2024-10-22,Large (>12.35 acres)
FAR004418,6608222134084,9719707481,Raja Rajeshwari,2.72,Jowar,Wheat,Rainfed,Red,2024-10-22,Small (2.47-4.94 acres)
FAR004419,7547757548316,9466003087,Shivaji Colony,1.52,Paddy,Wheat,Flood,Red,2024-10-23,Marginal (<2.47 acres)
FAR004420,3084693283578,9281210405,Venkatesh Pura,33.82,Jowar,Wheat,Rainfed,Clay,2024-10-23,Large (>12.35 acres)
FAR004421,2681301943299,9825856616,Shivaji Colony,1.28,Paddy,Wheat,Rainfed,Clay,2024-10-23,Marginal (<2.47 acres)
FAR004422,4722403590654,9607223988,Rampur Village,41.69,Paddy,Wheat,Rainfed,Clay,2024-10-23,SC/ST (Large (>12.35 acre
FAR004423,3036868072639,9392977347,Shivaji Colony,1.68,Paddy,Wheat,Borewell,Clay,2024-10-23,Marginal (<2.47 acres)
FAR004424,4157392978227,9181086998,Neelkamal,4.66,Jowar,Wheat,Borewell,Clay,2024-10-23,Small (2.47-4.94 acres)
FAR004425,8555356793999,9577555282,Rampur Village,4.83,Paddy,Oats,Flood,Clay,2024-10-23,Small (2.47-4.94 acres)
FAR004426,9613856466622,9228796366,Keshavpur,0.99,Paddy,Wheat,Sprinkler,Loamy,2024-10-23,Marginal (<2.47 acres)
FAR004427,6452265166070,9967238622,Subramanya Swamy,0.79,Paddy,Wheat,Rainfed,Loamy,2024-10-23,SC/ST (Marginal (<2.47 ac
FAR004428,9786765285780,9964398423,Gokul Vihar,23.81,Paddy,Wheat,Rainfed,Loamy,2024-10-23,Large (>12.35 acres)
FAR004429,3217519121933,9292830410,Rampur Village,0.26,Paddy,Wheat,Rainfed,Clay,2024-10-23,SC/ST (Marginal (<2.47 ac
FAR004430,1227801553989,9213573940,GreenVillage,27.59,Paddy,Wheat,Drip,Loamy,2024-10-23,Large (>12.35 acres)
FAR004431,1004172138903,9806201289,Rampur Village,10.99,Paddy,Oats,Rainfed,Loamy,2024-10-23,Medium (4.94-12.35 acres)
FAR004432,4077741390881,9111331271,Pushpagiri,0.58,Paddy,Oats,Rainfed,Alluvial,2024-10-23,SC/ST (Marginal (<2.47 ac
FAR004433,4971738977004,9893501187,Uttara Phalguni,1.29,Paddy,Oats,Borewell,Loamy,2024-10-23,Marginal (<2.47 acres)
FAR004434,8301242876482,9842639532,GreenVillage,0.89,Jowar,Wheat,Rainfed,Clay,2024-10-24,Marginal (<2.47 acres)
FAR004435,4660936750782,9824079464,Gokul Vihar,1.94,Jowar,Wheat,Rainfed,Alluvial,2024-10-24,Marginal (<2.47 acres)
